,0
0,1944.1781
1,1976.0435
2,1840.4113
3,1948.8082
4,1985.6428
5,1925.0889
6,1876.8739
7,1816.3375
8,1775.7722
9,1779.7974
10,1737.7828
11,1551.8127
12,1551.0093
13,1534.1489
14,1583.0109
15,1718.2648
16,1770.964
17,1846.7395
18,1899.5527
19,1876.5902
20,1844.8367
21,1875.2882
22,1935.2544
23,1975.5566
24,2074.0505
25,1956.9703
26,1913.6194
27,1820.3682
28,1641.1526
29,1662.2587
30,1710.1328
31,1767.4989
32,1740.2274
33,1687.9962
34,1538.7009
35,1568.7894
36,1745.6696
37,1853.3751
38,1961.5754
39,1904.4851
40,1924.3219
41,2038.6698
42,2351.6714
43,2730.0925
44,2322.0
45,2814.861
46,3064.7793
47,2977.7385
48,2822.6965
49,3018.8152
50,2888.3022
51,3006.578
52,3141.6377
53,2902.4812
54,2490.4595
55,2122.2603
56,2224.328
57,1995.1356
58,2207.353
59,2011.9908
60,2036.004
61,1745.6038
62,1545.5211
63,1639.5775
64,1449.9824
65,1336.8895
66,1422.0474
67,1330.9386
68,1547.1095
69,1600.5598
70,1507.398
71,1399.0292
72,1468.9341
73,1473.8683
74,1257.5015
75,1357.6228
76,1387.9186
77,1319.1776
78,1380.0409
79,1334.5858
80,1338.8687
81,1265.7555
82,1212.5082
83,1241.6561
84,1269.1571
85,1204.5623
86,1143.789
87,1174.2528
88,1191.2295
89,1183.1863
90,1202.2909
91,1331.6664
92,1417.3842
93,1209.6348
94,1143.3475
95,1165.6471
96,960.94116
97,1018.7247
98,979.5634
99,937.41345
100,939.3865
101,959.3409
102,1058.2097
103,957.9459
104,1007.06573
105,1054.8438
106,1113.8093
107,1058.4329
108,1077.2961
109,1174.808
110,1230.05
111,1323.7378
112,1133.5713
113,1191.8611
114,1242.9176
115,1194.549
116,1154.7338
117,979.8643
118,1031.8307
119,964.91833
120,1029.3501
121,1037.4337
122,1029.8346
123,1033.894
124,1052.6083
125,1055.267
126,1054.8842
127,1025.4211
128,1029.1049
129,1069.6984
130,1076.9357
131,1066.5887
132,1085.8008
133,1177.3268
134,1203.6025
135,1142.7604
136,1134.3749
137,1156.3907
138,1146.1937
139,1163.6688
140,1088.4812
141,1088.4812
142,1031.8595
143,1040.3761
144,984.1968
145,985.0713
146,1016.08636
147,995.90234
148,959.64307
149,977.08575
150,1000.5263
151,1019.7387
152,1045.3328
153,1025.7609
154,994.9268
155,1006.5605
156,1004.6266
157,1013.8519
158,1005.48944
159,1139.4838
160,1207.8334
161,1097.4666
162,1182.95
163,1192.5215
164,1146.9368
165,1131.551
166,1114.1537
167,1113.4333
168,1106.8894
169,1150.7559
170,1139.9346
171,1122.6525
172,1045.4727
173,1063.8542
174,1114.071
175,1114.6006
176,1099.389
177,1104.4678
178,1058.7114
179,1081.8389
180,1081.8389
181,1081.8389
182,1061.308
183,1037.524
184,907.90796
185,956.1617
186,1000.7647
187,984.0258
188,944.4908
189,973.12634
190,966.3881
191,983.2941
192,978.2462
193,1006.4248
194,1000.11145
195,1011.9336
196,1043.2881
197,1061.0479
198,1066.9518
199,1063.7028
200,1034.8252
201,986.90765
202,991.5469
203,954.3697
204,979.98413
205,1133.456
206,1166.974
207,1222.4133
208,1247.1394
209,1408.658
210,1403.3901
211,1273.8806
212,1283.4598
213,1302.898
214,960.7695
215,989.3001
216,1073.4741
217,1045.8214
218,1082.5442
219,1101.7764
220,1081.8411
221,1032.9227
222,1035.1108
223,1016.60614
224,1001.83417
225,1026.6755
226,1020.46936
227,1065.9362
228,1038.1858
229,1015.9571
230,999.2804
231,996.74475
232,950.8433
233,961.39233
234,976.04614
235,954.83704
236,932.6327
237,912.79816
238,875.9012
239,875.78033
240,859.42426
241,888.99713
242,888.8358
243,892.55457
244,992.90424
245,913.3219
246,938.51495
247,919.2226
248,909.81104
249,914.9694
250,879.06995
251,869.296
252,814.6486
253,741.43854
254,747.0759
255,784.4458
256,797.5444
257,852.58234
258,866.79926
259,873.0416
260,897.70776
261,830.6734
262,847.8489
263,865.77515
264,836.989
265,844.57385
266,832.5655
267,841.6113
268,844.8864
269,860.7055
270,857.2925
271,867.63257
272,887.29803
273,871.54016
274,872.5691
275,887.3188
276,1026.7163
277,989.20197
278,891.1013
279,898.08215
280,929.99084
281,903.60944
282,895.53296
283,894.93604
284,888.8326
285,882.573
286,870.1025
287,887.18665
288,897.95
289,872.99567
290,934.221
291,917.6563
292,865.347
293,887.871
294,852.6594
295,824.71954
296,835.6112
297,830.51276
298,835.04443
299,853.14075
300,819.9874
301,785.35297
302,804.55176
303,818.7651
304,807.86017
305,831.75836
306,932.0381
307,1083.7106
308,872.13025
309,838.4451
310,850.93384
311,895.38654
312,843.5148
313,814.22205
314,830.4088
315,780.16125
316,762.2201
317,788.8755
318,775.3371
319,770.38214
320,781.5607
321,783.5263
322,797.42163
323,792.61365
324,792.0851
325,805.6944
326,809.97345
327,808.769
328,805.3164
329,846.82544
330,809.0067
331,809.0067
332,803.90045
333,809.2347
334,809.8941
335,802.97
336,822.34686
337,825.35504
338,827.10364
339,823.94745
340,818.1682
341,834.21857
342,827.809
343,827.3922
344,850.3068
345,848.7156
346,873.12683
347,895.748
348,913.6179
349,920.2616
350,924.10504
351,924.7868
352,919.4678
353,889.96063
354,856.32574
355,874.64746
356,897.5284
357,861.5955
358,867.18335
359,874.9924
360,877.25464
361,895.2628
362,931.91986
363,942.3157
364,947.3487
365,996.26184
366,1001.3464
367,983.175
368,963.0726
369,972.44946
370,1014.7675
371,931.77185
372,926.0528
373,905.49084
374,909.8315
375,906.595
376,914.7466
377,952.3461
378,937.6654
379,930.24506
380,851.6114
381,887.8046
382,837.7323
383,869.8375
384,855.4603
385,841.37946
386,827.77954
387,837.126
388,783.8486
389,788.75433
390,757.0429
391,762.1058
392,782.72736
393,802.4563
394,801.9841
395,803.733
396,806.5737
397,815.02625
398,822.31995
399,820.74396
400,814.407
401,823.9196
402,815.3582
403,810.947
404,835.92957
405,829.9667
406,823.7013
407,819.53784
408,808.3848
409,803.6008
410,808.8561
411,796.45483
412,794.82574
413,807.05145
414,803.67017
415,786.585
416,770.47797
417,775.59686
418,752.31335
419,764.9776
420,758.4554
421,779.2298
422,775.52466
423,775.73224
424,900.8614
425,753.2079
426,848.99835
427,705.6777
428,607.40436
429,653.8736
430,654.3772
431,633.8991
432,638.12573
433,642.419
434,668.7188
435,678.1213
436,714.2096
437,696.5026
438,682.50854
439,691.0647
440,700.9967
441,717.49146
442,737.1109
443,722.17957
444,724.83856
445,743.0832
446,739.81885
447,738.9829
448,743.38635
449,757.13104
450,744.06714
451,741.8285
452,736.2967
453,726.3313
454,714.70996
455,719.5173
456,722.77094
457,717.79816
458,726.0142
459,740.5783
460,738.40186
461,739.32556
462,753.446
463,758.068
464,761.0554
465,757.73083
466,773.16064
467,786.4655
468,798.6873
469,804.6104
470,821.3691
471,806.77936
472,823.7651
473,805.0726
474,765.56934
475,770.51526
476,771.9254
477,789.0517
478,776.0308
479,788.3777
480,906.43463
481,870.5472
482,861.361
483,860.8775
484,859.03107
485,847.22675
486,847.3307
487,835.6096
488,831.9148
489,793.0308
490,808.75214
491,796.84546
492,799.27905
493,826.88306
494,775.2263
495,797.7672
496,803.266
497,784.81177
498,789.36096
499,806.93774
500,822.8433
501,831.42804
502,842.84174
503,833.8924
504,809.41284
505,816.0905
506,798.27893
507,797.07764
508,797.3711
509,808.80914
510,819.4193
511,838.6751
512,842.3265
513,973.86676
514,915.3827
515,866.1832
516,888.02386
517,881.5674
518,866.71893
519,875.0186
520,880.12744
521,944.3162
522,1135.5764
523,1051.3546
524,1161.6556
525,1081.0447
526,1034.1467
527,1069.1322
528,1035.4386
529,1112.8176
530,1253.0988
531,1220.4603
532,1245.953
533,1445.8562
534,1390.6932
535,1494.187
536,1389.6283
537,1288.8547
538,1238.9355
539,1255.9171
540,1291.3615
541,1276.4651
542,1310.4314
543,1316.0875
544,1316.7748
545,1284.8422
546,1297.8041
547,1257.2593
548,1211.5543
549,1142.9443
550,1118.696
551,1150.3407
552,1126.5426
553,1047.4762
554,1132.7351
555,1144.7555
556,1168.0348
557,1165.8657
558,1151.12
559,1085.6787
560,1067.5289
561,1055.3761
562,1091.6788
563,1075.5728
564,1093.2354
565,1067.8849
566,999.9249
567,970.76917
568,949.4267
569,939.2022
570,897.1264
571,924.83636
572,936.12476
573,947.3299
574,959.28485
575,935.6357
576,897.9695
577,900.91547
578,903.5463
579,908.7063
580,907.4374
581,920.2477
582,931.28503
583,931.58984
584,974.65247
585,1003.85516
586,997.6182
587,1005.57526
588,993.92444
589,1029.9198
590,1010.4888
591,986.9219
592,996.18414
593,995.22253
594,948.75757
595,910.28455
596,939.19604
597,928.8825
598,949.4516
599,918.7623
600,930.1071
601,924.33075
602,917.57404
603,920.819
604,930.25256
605,931.5743
606,875.15753
607,882.44995
608,874.3245
609,841.5466
610,826.028
611,753.4502
612,785.22314
613,824.2438
614,827.16064
615,843.93713
616,859.8573
617,868.679
618,860.7006
619,888.2428
620,957.08185
621,928.1914
622,948.0233
623,925.59485
624,929.3897
625,921.4884
626,896.71606
627,844.4945
628,906.9052
629,927.7033
630,935.6195
631,941.42725
632,974.177
633,961.6864
634,965.0832
635,1009.86206
636,1036.577
637,1077.4658
638,1066.4012
639,1137.4452
640,1196.7843
641,1126.6725
642,1079.8198
643,1105.5547
644,1065.6515
645,1059.595
646,1082.9854
647,1146.2505
648,1099.3385
649,1139.0931
650,1078.8842
651,1027.947
652,1011.0533
653,1015.1704
654,998.5724
655,1032.8926
656,1056.2584
657,1027.642
658,1046.8857
659,993.415
660,926.25684
661,959.0193
