,0
0,34765.434
1,34880.12
2,35726.51
3,35927.082
4,35180.11
5,35012.723
6,34858.914
7,35421.49
8,34823.84
9,34641.77
10,33872.293
11,34320.066
12,32503.873
13,32399.982
14,32879.727
15,33126.08
16,33444.227
17,33469.145
18,33670.156
19,33191.633
20,33138.63
21,33668.605
22,33869.355
23,33573.977
24,33280.316
25,32815.15
26,30705.115
27,29055.389
28,28909.373
29,28837.273
30,28909.197
31,28891.49
32,28191.219
33,27750.951
34,27195.969
35,26321.244
36,25614.002
37,25443.86
38,27343.918
39,27624.262
40,27675.8
41,27212.781
42,26873.943
43,27223.936
44,26720.48
45,26579.914
46,26523.375
47,25797.217
48,25186.23
49,25960.855
50,25997.926
51,25537.484
52,25360.271
53,25948.1
54,25495.555
55,25509.467
56,25198.107
57,24815.395
58,23463.406
59,24244.098
60,23458.846
61,23601.344
62,23082.615
63,22844.766
64,22842.99
65,22016.541
66,22122.895
67,21959.432
68,21529.914
69,21982.246
70,22434.682
71,23507.99
72,23713.66
73,22725.309
74,21938.77
75,21947.998
76,22330.729
77,21518.904
78,20676.639
79,21605.238
80,21231.941
81,21761.896
82,22974.021
83,22097.164
84,22275.887
85,21338.72
86,21049.229
87,20864.693
88,20253.195
89,20715.81
90,20608.771
91,20513.63
92,20365.254
93,20592.41
94,20720.209
95,20906.572
96,21246.63
97,21683.875
98,21654.7
99,21559.135
100,22213.283
101,21953.99
102,21494.844
103,21339.648
104,20636.635
105,20857.229
106,21179.658
107,20631.422
108,20548.85
109,20478.154
110,21396.402
111,21874.783
112,21522.229
113,21621.332
114,21876.191
115,21797.764
116,21420.732
117,20944.0
118,21000.172
119,21025.99
120,21061.414
121,21056.084
122,21393.855
123,22506.871
124,23292.645
125,23838.355
126,23875.51
127,23539.883
128,23802.934
129,24173.4
130,24378.32
131,25470.242
132,25323.814
133,25815.7
134,26251.234
135,25690.79
136,25602.516
137,26015.91
138,25823.777
139,25277.27
140,25191.049
141,25767.951
142,26793.51
143,27555.51
144,26561.203
145,26811.941
146,27276.45
147,26545.678
148,26922.047
149,26293.709
150,26512.953
151,26396.287
152,27568.854
153,26116.115
154,24699.262
155,25079.701
156,23758.486
157,22779.533
158,22464.994
159,21977.998
160,22723.926
161,21770.658
162,22613.104
163,21067.902
164,21625.697
165,20987.732
166,20453.635
167,19898.79
168,20414.365
169,20705.566
170,21139.45
171,22498.426
172,22525.893
173,23099.574
174,22661.328
175,20928.545
176,20953.557
177,21549.83
178,20943.922
179,21264.57
180,21560.365
181,21661.285
182,22227.582
183,22826.562
184,23258.844
185,23097.521
186,23404.424
187,23407.83
188,23504.682
189,23289.764
190,22807.582
191,22504.46
192,22662.408
193,22145.38
194,22337.389
195,22619.48
196,22366.883
197,22028.443
198,21552.09
199,22398.916
200,22636.959
201,22959.396
202,25053.098
203,25609.057
204,26472.135
205,26505.754
206,26345.959
207,25333.857
208,26386.371
209,26080.432
210,25480.92
211,25224.305
212,25323.18
213,25221.707
214,25535.307
215,25661.988
216,25700.19
217,25687.809
218,25642.115
219,25721.594
220,25656.326
221,25458.23
222,25867.117
223,25462.586
224,25335.184
225,25707.602
226,25690.727
227,25290.451
228,25813.424
229,25810.246
230,26585.2
231,26242.607
232,25161.857
233,25489.516
234,25017.025
235,25280.256
236,25966.102
237,25696.953
238,25787.105
239,26192.795
240,26721.422
241,27566.055
242,27820.299
243,28978.406
244,27991.576
245,27974.312
246,27951.125
247,27798.346
248,28123.02
249,28306.256
250,28343.525
251,28856.62
252,29679.354
253,29700.441
254,29467.676
255,29482.488
256,29533.027
257,29303.553
258,29383.396
259,29866.951
260,29711.393
261,29707.736
262,29960.926
263,30763.207
264,31419.4
265,31013.63
266,31694.139
267,31333.62
268,31559.934
269,32309.162
270,32585.076
271,32172.96
272,32373.818
273,31686.457
274,31775.3
275,31378.777
276,31844.95
277,30916.592
278,31382.916
279,32702.559
280,32138.904
281,32028.324
282,31975.607
283,31596.33
284,31418.332
285,31957.533
286,32133.11
287,32301.047
288,33024.316
289,33031.086
290,33047.29
291,31924.395
292,32086.092
293,32318.072
294,32949.46
295,32681.104
296,31474.39
297,31874.398
298,31341.105
299,30966.041
300,30686.752
301,31685.48
302,30936.865
303,31431.21
304,31039.523
305,30991.227
306,30984.102
307,30790.506
308,30815.525
309,31238.836
310,31230.25
311,31195.807
312,31437.406
313,30976.686
314,31186.072
315,32206.271
316,31632.752
317,31025.12
318,30043.283
319,31091.562
320,30998.342
321,31214.791
322,31317.186
323,30787.875
324,31065.102
325,31279.71
326,31892.826
327,32225.234
328,31508.629
329,32064.36
330,32300.457
331,31540.816
332,33050.516
333,33386.355
334,33586.457
335,33757.62
336,33555.07
337,34586.91
338,35136.043
339,35695.82
340,35534.305
341,34306.984
342,34741.37
343,34984.0
344,35153.992
345,35285.164
346,35242.816
347,34941.184
348,36083.082
349,37612.29
350,37935.43
351,38102.438
352,37877.703
353,37926.844
354,37423.727
355,37967.09
356,38032.793
357,38018.0
358,39984.895
359,40285.848
360,40109.453
361,40335.777
362,41132.383
363,41157.73
364,40910.72
365,41585.918
366,41829.49
367,41395.96
368,41346.047
369,41195.473
370,40715.74
371,41251.375
372,41727.848
373,42223.043
374,42711.113
375,42358.574
376,40605.42
377,39661.87
378,40026.19
379,46765.305
380,48019.78
381,51664.473
382,52529.715
383,51716.55
384,51124.77
385,52263.113
386,58527.234
387,57970.977
388,59613.613
389,59253.406
390,57627.312
391,57338.24
392,58305.45
393,56712.465
394,54603.21
395,55420.76
396,55431.03
397,58540.51
398,58820.945
399,58452.918
400,58163.652
401,56636.062
402,57022.73
403,55665.805
404,53680.97
405,53893.336
406,54059.086
407,56054.992
408,57200.78
409,58919.35
410,62128.453
411,63150.45
412,62127.35
413,59260.09
414,59262.1
415,57273.707
416,60593.16
417,62976.24
418,61680.414
419,60128.875
420,61483.934
421,59517.266
422,59391.08
423,58644.89
424,59482.117
425,57978.06
426,58002.92
427,59594.66
428,59074.2
429,58655.04
430,58054.34
431,56338.664
432,55276.17
433,54838.03
434,54289.258
435,52557.836
436,51079.562
437,49884.168
438,44882.18
439,43587.89
440,45822.188
441,45014.875
442,46223.848
443,48952.12
444,48341.55
445,48565.684
446,50997.82
447,52875.938
448,53565.65
449,54569.676
450,54627.85
451,52554.74
452,52975.824
453,53875.395
454,53051.004
455,52354.215
456,52577.273
457,53536.316
458,53099.758
459,52543.766
460,52735.035
461,53944.08
462,54425.246
463,54916.89
464,55653.24
465,56460.94
466,55634.27
467,53665.645
468,53020.414
469,52800.81
470,51543.914
471,50117.97
472,49435.61
473,47032.152
474,45163.504
475,44324.3
476,44900.453
477,45303.47
478,45220.19
479,42904.082
480,43686.363
481,43400.797
482,43205.992
483,42763.434
484,42534.984
485,42804.7
486,43369.906
487,45182.54
488,46335.86
489,45950.57
490,41579.207
491,40271.97
492,39424.605
493,38928.78
494,40396.03
495,39761.805
496,40987.043
497,40830.09
498,39998.895
499,38707.305
500,39133.242
501,38417.746
502,39915.418
503,40776.113
504,40255.855
505,40523.918
506,41468.504
507,41795.6
508,41924.914
509,43555.3
510,41632.848
511,42656.223
512,42578.38
513,41400.99
514,42221.71
515,42364.156
516,42407.75
517,43181.637
518,43614.13
519,42947.223
520,42299.52
521,42303.387
522,42671.883
523,42615.2
524,42404.387
525,42307.477
526,41859.094
527,41677.89
528,41690.836
529,42040.574
530,41545.875
531,40467.85
532,39816.75
533,40273.355
534,40938.75
535,39581.477
536,40499.996
537,38984.023
538,40211.395
539,39667.25
540,39220.766
541,39583.527
542,38188.652
543,37662.348
544,37298.59
545,37542.82
546,37417.062
547,37501.715
548,38251.19
549,38053.504
550,38052.19
551,38144.277
552,37848.266
553,38203.863
554,38702.16
555,39029.92
556,39403.41
557,38867.566
558,38830.453
559,37963.07
560,39284.285
561,38672.598
562,38422.75
563,38666.676
564,39672.086
565,40247.758
566,41434.445
567,42001.684
568,42113.047
569,43078.49
570,42499.69
571,42817.36
572,42838.082
573,43129.188
574,43421.016
575,43999.7
576,44533.65
577,44656.508
578,44016.887
579,43141.508
580,44065.72
581,44005.297
582,44824.918
583,44162.535
584,43555.023
585,43810.523
586,41631.63
587,41773.73
588,41930.574
589,42289.785
590,41335.32
591,42614.105
592,42270.66
593,42524.887
594,42559.137
595,42399.63
596,42317.316
597,42067.344
598,41308.445
599,44194.93
600,50475.375
601,49370.754
602,51578.19
603,53694.73
604,53471.746
605,54446.996
606,53307.105
607,54261.7
608,54858.582
609,55601.824
610,52168.832
611,53177.9
612,52907.02
613,53335.87
614,52901.824
615,53637.277
616,54814.53
617,56186.863
618,58111.574
619,59527.684
620,63243.016
621,61154.984
622,62033.227
623,61623.61
624,61614.4
625,58740.49
626,62299.48
627,61636.438
628,57621.574
629,59133.324
630,59241.316
631,59366.91
632,60090.625
633,58230.617
634,59530.19
635,59972.387
636,59726.098
637,58905.086
638,58745.69
639,56333.29
640,54490.965
641,54448.254
642,54677.996
643,53643.96
644,54279.164
645,55968.57
646,59281.742
647,60824.793
648,59966.25
649,61273.42
650,62207.207
651,60703.367
652,60760.703
653,61586.055
654,62500.895
655,64308.043
656,64804.832
657,69103.64
658,68432.26
659,69470.21
660,68482.71
661,67793.95
662,65408.266
663,61248.316
664,61737.36
665,59480.543
666,61171.613
667,55377.3
668,56633.023
669,57127.37
670,57993.14
671,58203.79
672,57409.21
673,57211.32
674,56814.133
675,53925.086
676,54474.305
677,52940.355
678,54173.133
679,54743.215
680,56093.38
681,55346.27
682,54581.094
683,55221.418
684,54895.145
685,53198.867
686,54497.04
687,51689.22
688,54576.516
689,53664.55
690,59303.164
691,53764.99
692,55348.277
693,53838.457
694,56064.7
695,55518.258
696,54164.832
697,54335.05
698,53825.355
699,53507.746
700,52993.582
701,53370.01
702,52838.844
703,52275.543
704,46730.582
705,46427.074
706,40629.965
707,41036.33
708,37472.125
709,38465.38
710,44054.85
711,41241.527
712,37938.66
713,36117.59
714,36214.586
715,35799.457
716,33762.332
717,31852.893
718,27459.133
719,28529.85
720,28784.152
721,26743.36
722,31346.434
723,36007.6
724,36137.344
725,35370.56
726,36855.19
727,31814.326
728,36143.94
729,38607.92
730,35728.26
731,34704.48
732,32258.742
733,33079.062
734,30988.035
735,30633.596
736,30458.084
737,28359.096
738,31773.672
739,30817.38
740,30911.957
741,31502.96
742,33236.78
743,34058.63
744,34745.438
745,32663.523
746,32341.658
747,31648.184
748,32759.371
749,34020.21
750,35362.586
751,36442.03
752,36010.57
753,35160.45
754,39986.625
755,39357.24
756,39229.55
757,39274.312
758,40035.02
759,40588.906
760,38997.203
761,38245.9
762,37216.48
763,36809.164
764,38429.26
765,40786.8
766,37203.707
767,40299.52
768,41992.086
769,40543.17
770,40529.598
771,39809.258
772,42127.727
773,43777.02
774,40373.33
775,40251.22
776,39749.2
777,38234.8
778,37951.504
779,38839.734
780,38015.21
781,38712.11
782,39003.58
783,37384.477
784,37621.87
785,38929.047
786,40750.254
787,39028.035
788,41434.215
789,41353.54
790,40258.734
791,39914.27
792,40817.76
793,41306.715
794,40265.336
795,38376.188
796,37908.355
797,37734.5
798,35586.37
799,35715.926
800,34383.36
801,33390.0
802,33893.113
803,33943.95
804,31849.865
805,31255.252
806,31820.209
807,32382.947
808,32883.312
809,33417.742
810,33823.934
811,34651.54
812,34911.367
813,35175.555
814,35438.473
815,37759.57
816,38334.4
817,38241.113
818,38322.383
819,39078.047
820,39798.59
821,40223.023
822,41713.527
823,40777.164
824,38671.41
825,39084.844
826,41184.62
827,42050.496
828,42018.016
829,42236.05
830,43181.203
831,41843.316
832,44797.7
833,44840.816
834,46225.543
835,45851.34
836,45676.055
837,47730.312
838,46906.395
839,47306.207
840,46877.4
841,45769.887
842,44050.492
843,42835.188
844,42993.145
845,41641.645
846,42755.99
847,43365.125
848,44625.18
849,44565.473
850,43969.004
851,44379.938
852,44586.72
853,44159.344
854,45340.71
855,47078.184
856,46363.906
857,45528.074
858,45397.83
859,43849.375
860,43760.22
861,43006.117
862,43466.38
863,42379.492
864,42128.46
865,41752.23
866,42742.66
867,43057.93
868,42744.11
869,42554.777
870,41257.273
871,41445.285
872,40929.074
873,39966.992
874,40803.79
875,39951.367
876,40547.9
877,39944.91
878,39989.7
879,39534.938
880,39249.605
881,39187.977
882,39868.184
883,38739.164
884,38297.363
885,39508.598
886,40433.812
887,39707.76
888,40416.105
889,39780.164
890,39160.797
891,39301.945
892,38948.32
893,38204.754
894,37447.023
895,37961.688
896,37815.676
897,37778.832
898,37957.5
899,38030.49
900,37560.246
901,37044.664
902,37880.35
903,37891.87
904,39483.934
905,39330.45
906,39650.36
907,39120.234
908,38706.883
909,38940.457
910,39289.234
911,40445.57
912,42686.902
913,42512.15
914,42365.684
915,41391.46
916,41233.96
917,40962.67
918,40728.66
919,40013.99
920,40341.848
921,40254.344
922,38631.51
923,38284.668
924,38338.89
925,38836.21
926,37736.01
927,38559.953
928,39057.55
929,39181.883
930,40716.867
931,40194.387
932,39397.836
933,39126.66
934,37838.168
935,37775.17
936,37411.312
937,36904.94
938,36426.516
939,35940.81
940,36749.023
941,36513.09
942,36026.38
943,36230.402
944,36423.83
945,36236.832
946,36752.234
947,36917.637
948,36649.92
949,36484.438
950,35842.277
951,35572.598
952,35710.203
953,35528.63
954,36046.8
955,35760.53
956,35814.273
957,35992.562
958,35981.168
959,36700.91
960,37175.13
961,36957.312
962,36508.957
963,35948.09
964,36070.984
965,36026.504
966,36328.066
967,36224.934
968,36005.91
969,35530.59
970,35449.61
971,35932.777
972,35235.207
973,35359.957
974,34438.92
975,34202.723
976,34840.63
977,34907.812
978,34831.027
979,33917.34
980,34168.93
981,34181.867
982,33720.195
983,34400.31
984,33964.438
985,34182.438
986,34180.492
987,33526.4
988,33235.246
989,32987.727
990,33794.11
991,33575.895
992,33710.695
993,33883.227
994,32717.088
995,31041.312
996,32222.42
997,31979.65
998,31768.17
999,32053.488
1000,32868.91
1001,32898.46
1002,33136.004
1003,33619.52
1004,32716.168
1005,33686.06
1006,34521.25
1007,34916.605
1008,34975.316
1009,35154.453
1010,34761.004
1011,34796.77
1012,35990.33
1013,36041.684
1014,36067.23
1015,36328.4
1016,35623.574
1017,36100.598
1018,34986.53
1019,36027.168
1020,36058.535
1021,35971.043
1022,36055.85
1023,37102.977
1024,36970.184
1025,36527.695
1026,36106.684
1027,37836.707
1028,37166.113
1029,37177.64
1030,36635.605
1031,36720.96
1032,36110.598
1033,36355.242
1034,35872.777
1035,35942.496
1036,35015.703
1037,34763.527
1038,34750.0
1039,34271.22
1040,33832.066
1041,34074.043
1042,32390.846
1043,32190.629
1044,31943.822
1045,31965.201
1046,32474.787
1047,32332.7
1048,32417.373
1049,32872.23
1050,33463.23
1051,32608.273
1052,33179.33
1053,33234.617
1054,32744.49
1055,32446.281
1056,32660.984
1057,32643.088
1058,33416.91
1059,34261.19
1060,35001.684
1061,35784.094
1062,36094.914
1063,36012.406
1064,36247.156
1065,37428.523
1066,37483.355
1067,37825.902
1068,37805.07
1069,38741.66
1070,38564.95
1071,38958.594
1072,39559.027
1073,38949.996
1074,37560.184
1075,37463.566
1076,37578.023
1077,38008.37
1078,37854.918
1079,37568.48
1080,37481.203
1081,38278.785
1082,39364.484
1083,41174.633
1084,42485.63
1085,41906.71
1086,42931.727
1087,42453.906
1088,43099.69
1089,42535.977
1090,40796.29
1091,39998.973
1092,40794.004
1093,41129.72
1094,40422.18
1095,41022.426
1096,40197.594
1097,40402.742
1098,40471.918
1099,39881.832
1100,38912.227
1101,37117.707
1102,39030.477
1103,38660.45
1104,37198.973
1105,38022.07
1106,39069.1
1107,39136.008
1108,37993.195
1109,37184.664
1110,35755.023
1111,35892.08
1112,35600.586
1113,34696.336
1114,34950.863
1115,34012.086
1116,34802.54
1117,35019.67
1118,35096.12
1119,35298.836
1120,35858.17
1121,36401.402
1122,36107.39
1123,36579.777
1124,36079.508
1125,36117.445
1126,35308.305
1127,35807.035
1128,35303.92
1129,36905.418
1130,36848.82
1131,36552.93
1132,37263.375
1133,37478.883
1134,37553.594
1135,37514.324
1136,37583.39
1137,37148.65
1138,36765.94
1139,36423.19
1140,37902.53
1141,38646.918
1142,38245.477
1143,37615.11
1144,38181.816
1145,38434.008
1146,37887.723
1147,37416.613
1148,38710.824
1149,38635.688
1150,39702.203
1151,40181.543
1152,40660.906
1153,40467.613
1154,40243.723
1155,39681.64
1156,38644.535
1157,40334.887
1158,39636.64
1159,39947.168
1160,40202.7
1161,39717.832
1162,40771.285
1163,40825.97
1164,40170.266
1165,41656.785
1166,42346.54
1167,42054.465
1168,41627.42
1169,40864.906
1170,40192.47
1171,40396.67
1172,40154.945
1173,40066.906
1174,40110.15
1175,40567.6
1176,40819.395
1177,41202.086
1178,41883.195
1179,40672.902
1180,40124.63
1181,39963.465
1182,39638.918
1183,40877.188
1184,40103.223
1185,40588.22
1186,40932.918
1187,40681.42
1188,40521.316
1189,40363.137
1190,40778.844
1191,40715.504
1192,41646.78
1193,41990.4
1194,44993.41
1195,43758.492
1196,44520.484
1197,43896.246
1198,43860.004
1199,44228.81
1200,45289.746
1201,45783.824
1202,44840.465
1203,45038.824
1204,44696.434
1205,45047.766
1206,45384.957
1207,45459.457
1208,45504.43
1209,45248.9
1210,44389.684
1211,43972.523
1212,45193.914
1213,45805.91
1214,47315.035
1215,48135.465
1216,48507.848
1217,48879.6
1218,49207.094
1219,49013.066
1220,49272.41
1221,49506.887
1222,51379.87
1223,50983.207
1224,50385.035
1225,50341.297
1226,50779.1
1227,50885.44
1228,50161.82
1229,50081.93
1230,50972.047
1231,50034.2
1232,51197.62
1233,48847.066
1234,48004.875
1235,48196.664
1236,50615.598
1237,51088.543
1238,51234.375
1239,53547.758
1240,53451.125
1241,52232.31
1242,50640.44
1243,51136.594
1244,49772.465
1245,49107.66
1246,48174.504
1247,49345.355
1248,51305.24
1249,50887.01
1250,49379.453
1251,49919.19
1252,48391.49
1253,49115.72
1254,49606.03
1255,50459.625
1256,50143.746
1257,49879.62
1258,49661.33
1259,49631.234
1260,48092.96
1261,50082.39
1262,51949.367
1263,52100.74
1264,51297.87
1265,50894.527
1266,50231.945
1267,50218.613
1268,51799.574
1269,53084.973
1270,55236.086
1271,57229.906
1272,57489.25
1273,59033.9
1274,58851.33
1275,57682.688
1276,57807.754
1277,56796.824
1278,55414.883
1279,54264.535
1280,54293.598
1281,56432.977
1282,57791.22
1283,56826.56
1284,58487.164
1285,59943.363
1286,59782.01
1287,63111.945
1288,64143.844
