,0
0,16832.023
1,16832.023
2,16832.023
3,16832.023
4,17637.443
5,19285.531
6,19893.785
7,21074.748
8,22328.47
9,18636.945
10,22442.57
11,22015.162
12,21796.615
13,20418.629
14,22329.56
15,21436.736
16,21441.15
17,20674.31
18,19340.908
19,17850.148
20,16832.023
21,17371.729
22,18975.303
23,19022.246
24,16832.023
25,16832.023
26,16832.023
27,16832.023
28,16832.023
29,16832.023
30,16832.023
31,16832.023
32,16832.023
33,16832.023
34,16929.398
35,18938.436
36,16885.139
37,17809.295
38,16832.023
39,20303.357
40,22521.95
41,22092.754
42,18117.604
43,22288.43
44,18321.344
45,22117.482
46,19364.14
47,20991.268
48,22170.098
49,21842.744
50,22531.934
51,22176.947
52,22269.6
53,20356.514
54,17337.506
55,17731.053
56,17470.37
57,22052.336
58,19060.164
59,16832.023
60,21924.574
61,18048.943
62,18048.943
63,19213.158
64,19135.344
65,20379.834
66,21405.621
67,22173.668
68,21619.193
69,21830.729
70,21105.332
71,22151.543
72,21458.56
73,20807.229
74,21874.53
75,21634.814
76,21514.932
77,21348.074
78,21734.002
79,21737.094
80,22084.385
81,21758.213
82,21291.299
83,21428.16
84,21419.277
85,21136.836
86,21541.39
87,21505.555
88,21029.47
89,20954.494
90,22239.098
91,21481.861
92,21562.236
93,21091.998
94,20915.793
95,20915.793
96,22265.936
97,21447.309
98,21547.031
99,20865.02
100,20745.154
101,21456.793
102,20745.623
103,20360.531
104,21969.865
105,22177.598
106,22220.482
107,21053.992
108,20820.234
109,20874.965
110,21276.346
111,20064.049
112,20624.508
113,19910.72
114,19212.252
115,20241.256
116,21572.914
117,20492.246
118,20169.812
119,21077.896
120,21721.42
121,22389.984
122,21606.06
123,22476.432
124,21340.408
125,21913.484
126,21203.59
127,20803.047
128,22253.346
129,21690.496
130,22082.979
131,20918.2
132,20410.44
133,19030.74
134,19030.74
135,19030.74
136,19502.191
137,20957.656
138,20139.33
139,19074.443
140,19325.887
141,18633.84
142,17827.408
143,17441.16
144,17211.295
145,18510.955
146,20199.62
147,19628.654
148,20686.725
149,18321.748
150,19722.697
151,20414.852
152,20561.406
153,19910.066
154,21738.508
155,20029.236
156,19065.861
157,18699.264
158,16911.393
159,18317.037
160,17597.004
161,18778.51
162,18317.084
163,17610.656
164,18753.861
165,18685.531
166,21429.137
167,17635.768
168,17424.965
169,17199.006
170,17669.361
171,17480.248
172,18369.455
173,21481.947
174,19263.05
175,17869.797
176,17839.525
177,21419.244
178,22227.773
179,18929.43
180,22331.479
181,21658.63
182,20630.918
183,22480.016
184,21033.47
185,20144.87
186,21480.596
187,18239.252
188,18868.049
189,17906.51
190,19386.682
191,17169.535
192,16832.023
193,17623.373
194,16832.023
195,17978.611
196,16832.023
197,16832.023
198,16832.023
199,19735.695
200,22177.67
201,22434.77
202,19282.844
203,17360.662
204,17626.924
205,16832.023
206,16832.023
207,16832.023
208,16832.023
209,16832.023
210,16832.023
211,20873.736
212,17287.146
213,16832.023
214,19587.46
215,20410.994
216,19397.203
217,22338.832
218,22445.385
219,20731.45
220,22353.031
221,17684.21
222,21150.01
223,22064.691
224,17380.156
225,20712.72
226,21040.12
227,22376.984
228,21656.68
229,18462.152
230,18091.379
231,21385.42
232,20789.994
233,18316.977
234,22602.889
235,22198.299
236,22621.62
237,22671.793
238,22658.768
239,21744.615
240,21461.963
241,22466.93
242,21426.25
243,21521.564
244,20869.252
245,20808.953
246,20461.613
247,19525.893
248,19876.506
249,19970.65
250,19342.512
251,19236.73
252,20613.123
253,20091.28
254,18865.44
255,18197.516
256,18262.605
257,18827.568
258,18458.338
259,21241.348
260,18765.424
261,19109.428
262,19064.936
263,18923.54
264,18616.225
265,19543.44
266,19271.822
267,20894.48
268,22281.324
269,21794.93
270,20963.826
271,21110.463
272,19082.076
273,19656.037
274,19852.05
275,21048.81
276,19725.35
277,20245.258
278,21845.646
279,22331.29
280,22547.875
281,20662.41
282,21021.291
283,20488.625
284,21195.078
285,21195.078
286,20414.904
287,22276.982
288,21666.836
289,22559.93
290,21187.736
291,22101.154
292,22236.098
293,22422.896
294,22004.486
295,22503.672
296,22068.902
297,21342.033
298,21670.816
299,22275.363
300,21167.623
301,22371.03
302,21667.557
303,21243.521
304,21727.91
305,21179.057
306,21616.686
307,21839.252
308,21384.535
309,21476.842
310,22260.277
311,21256.76
312,22101.72
313,21309.693
314,22279.34
315,21286.773
316,21155.357
317,21378.752
318,21503.887
319,21346.322
320,21762.525
321,21445.656
322,21645.602
323,21969.572
324,22227.885
325,21998.906
326,22091.242
327,21734.375
328,21771.998
329,21925.695
330,21880.72
331,21488.59
332,21579.766
333,21529.861
334,21465.566
335,21349.12
336,21347.02
337,22383.285
338,21856.854
339,21802.787
340,21113.727
341,21318.605
342,21325.576
343,22071.135
344,21661.857
345,21892.805
346,21394.256
347,20807.424
348,20775.068
349,21250.629
350,20831.611
351,21117.725
352,21620.11
353,21507.53
354,21684.71
355,21304.28
356,21598.646
357,21408.266
358,20950.76
359,21759.637
360,21464.754
361,21111.545
362,21104.03
363,21053.11
364,20778.422
365,21008.281
366,21297.45
367,21458.516
368,21273.84
369,21467.012
370,21159.543
371,20936.605
372,20552.03
373,20481.357
374,21546.496
375,21168.432
376,21372.719
377,20769.525
378,21307.213
379,21165.28
380,21515.656
381,20911.877
382,20856.916
383,20451.146
384,20764.422
385,20373.332
386,20228.307
387,20213.15
388,20625.809
389,20270.14
390,20166.338
391,20897.334
392,20725.574
393,20909.748
394,20778.002
395,20641.035
396,20694.672
397,21302.924
398,20780.092
399,21595.598
400,20935.824
401,21946.15
402,22202.22
403,21174.256
404,21721.004
405,21160.754
406,21904.307
407,21346.688
408,21528.342
409,21158.926
410,21065.38
411,20906.742
412,21100.547
413,21719.68
414,21344.092
415,21565.734
416,21486.416
417,20909.67
418,21431.408
419,21434.41
420,21633.621
421,21585.574
422,21463.633
423,21461.752
424,21632.672
425,21945.188
426,21735.615
427,21395.545
428,21560.885
429,21203.514
430,21745.047
431,21238.012
432,21143.05
433,21546.277
434,21245.13
435,22096.979
436,21755.86
437,21452.258
438,20978.38
439,20851.787
440,21718.854
441,20906.928
442,20937.352
443,21103.861
444,20938.205
445,21030.475
446,20759.545
447,21082.174
448,20778.488
449,20528.518
450,20898.098
451,20639.854
452,21310.459
453,21049.139
454,20748.852
455,22141.12
456,21987.068
457,22187.61
458,21157.387
459,21551.074
460,21159.398
461,22061.695
462,21403.152
463,21249.773
464,21714.22
465,21451.033
466,22062.064
467,22234.81
468,21946.51
469,21435.514
470,21231.29
471,21065.906
472,20880.117
473,20828.24
474,20807.156
475,20718.486
476,21129.03
477,21047.318
478,21715.406
479,21415.125
480,21032.203
481,21061.361
482,21374.012
483,21155.184
484,21110.48
485,21342.516
486,22208.277
487,21507.365
488,21576.541
489,22537.924
490,21516.055
491,22163.67
492,21400.822
493,21384.852
494,21410.951
495,22200.691
496,21837.91
497,21855.812
498,21892.334
499,22008.016
500,22172.074
501,21604.32
502,21579.887
503,22067.678
504,21439.496
505,21528.113
506,22341.486
507,21558.225
508,22378.582
509,21429.283
510,21746.604
511,21886.314
512,21822.287
513,21790.04
514,21310.238
515,21477.445
516,22648.225
517,21961.686
518,22615.422
519,22626.025
520,21615.525
521,22044.432
522,22502.35
523,21606.947
524,22338.95
525,22524.07
526,21670.885
527,21328.398
528,21301.01
529,21305.717
530,20778.113
531,20664.389
532,21564.828
533,22326.941
534,22334.055
535,20956.184
536,21107.377
537,21593.898
538,21627.346
539,21184.219
540,21815.104
541,21095.098
542,21279.928
543,21432.39
544,21429.8
545,22034.938
546,20897.691
547,22348.955
548,20224.44
549,20246.186
550,19514.205
551,19908.053
552,19625.713
553,20576.5
554,19849.225
555,19311.158
556,20733.57
557,19678.662
558,20338.035
559,18746.36
560,18600.016
561,18818.54
562,17056.94
563,17245.13
564,17280.475
565,18952.582
566,17062.115
567,16832.023
568,17535.576
569,16832.023
570,17867.672
571,21902.977
572,21437.992
573,21805.408
574,21461.588
575,21100.68
576,21215.81
577,21064.676
578,20338.47
579,18801.82
580,18698.98
581,17854.264
582,16832.023
583,17882.754
584,16832.023
585,17440.0
586,16832.023
587,16832.023
588,17317.836
589,17106.229
590,16932.49
591,16832.023
592,16832.023
593,16832.023
594,16832.023
595,16832.023
596,20262.943
597,17472.44
598,17285.865
599,17823.281
600,18101.068
601,17500.24
602,17870.725
603,17773.715
604,19566.451
